Unnamed: 0,Rain(mm),PET1(mm/h),Water Potential (MPa),Soil moisture (cm3/cm3),Corrected Total(cm/h),Total Flow(cm3/h)
2021-05-22 18:30:00,0.0,0.0002889037213442,-0.97,0.398,5.451431295222048,664.1531250042474
2021-05-22 19:00:00,0.0,0.0002658351909105,-0.82,0.396,4.690170204357167,571.4079531288933
2021-05-22 19:30:00,0.0,0.0002873080172455,-0.63,0.396,4.1793841609817735,509.1783975232576
2021-05-22 20:00:00,0.0,0.0003022337533309,-0.57,0.395,3.46930455387317,422.6687151071358
2021-05-22 20:30:00,0.0,0.0004821668340696,-0.46,0.395,2.841068092373983,346.1300619442511
2021-05-22 21:00:00,0.0,0.0005252173501422,-0.37,0.394,2.725713813010622,332.0763389909898
2021-05-22 21:30:00,0.0,0.0003900106179011,-0.33,0.394,2.365210997848246,288.1559338172568
2021-05-22 22:00:00,0.0,0.0002188572232638,-0.3,0.395,1.6536154136170875,201.46155844824705
2021-05-22 22:30:00,0.0,0.0002283376713983,-0.26,0.395,1.3087418402789242,159.44527885857772
2021-05-22 23:00:00,0.0,1.4959268390621815e-05,-0.25,0.395,1.264532794680114,154.05924825526824
2021-05-22 23:30:00,0.0,1.498512648914011e-05,-0.26,0.395,1.0723730688133073,130.6482437826895
2021-05-23 00:00:00,0.0,1.5258186547913397e-05,-0.26,0.396,0.5977791281942885,72.828006912702
2021-05-23 00:30:00,0.0,1.526812385827887e-05,-0.24,0.396,0.587164015032757,71.5347574527512
2021-05-23 01:00:00,0.0,1.5293714831323173e-05,-0.28,0.396,0.21903493354279746,26.685236907424176
2021-05-23 01:30:00,0.0,0.0004107721000818,-0.29,0.396,0.6431861966924192,78.359993799659
2021-05-23 02:00:00,0.0,1.5307332406886692e-05,-0.34,0.396,0.19837720328908146,24.168485735025623
2021-05-23 02:30:00,0.0,1.5287767298386013e-05,-0.36,0.396,0.35888844452641255,43.72372484434322
2021-05-23 03:00:00,0.0,0.0004231031598868,-0.33,0.396,-0.1122334409915543,-13.673508208725286
2021-05-23 03:30:00,0.0,1.53449362593717e-05,-0.33,0.396,0.2786409185680094,33.9470914699402
2021-05-23 04:00:00,0.0,0.0004424229613026,-0.31,0.396,0.35357841801218987,43.07679919999594
2021-05-23 04:30:00,0.0,1.5316681129279152e-05,-0.4,0.396,-0.1057345181875292,-12.881738184357982
2021-05-23 05:00:00,0.0,0.0004172527872713,-0.4,0.396,0.14761319882143634,17.98385817960436
2021-05-23 05:30:00,0.0,0.0004054926498823,-0.43,0.396,0.19247478125083356,23.449387973446548
2021-05-23 06:00:00,0.0,1.526840917780823e-05,-0.47,0.396,-0.0761958521382186,-9.283014050697709
2021-05-23 06:30:00,0.0,1.523553793650724e-05,-0.52,0.396,0.39074726187997466,47.60511524595259
2021-05-23 07:00:00,0.0,1.516882535981212e-05,-0.56,0.395,-0.03366551088421535,-4.101501614486624
2021-05-23 07:30:00,0.0,1.5238502305960134e-05,-0.54,0.395,0.7451937990436646,90.78767823826672
2021-05-23 08:00:00,0.0,1.510730880781762e-05,-0.62,0.395,0.0194888508159759,2.374345464743636
2021-05-23 08:30:00,0.0,1.5068611793735735e-05,-0.71,0.395,0.881381299082357,107.37953253100794
2021-05-23 09:00:00,0.0,1.5078572566004629e-05,-0.71,0.395,0.6137014555089314,74.76783938433728
2021-05-23 09:30:00,0.0,1.499168970798162e-05,-0.88,0.395,1.2775007225006079,155.63914339113083
2021-05-23 10:00:00,0.0,1.496985227953773e-05,-0.94,0.394,2.4195512848753493,294.77626332123674
2021-05-23 10:30:00,0.0,1.4970147524032e-05,-1.1,0.394,3.749214679339454,456.7704352758738
2021-05-23 11:00:00,0.0,1.4896094889390522e-05,-1.16,0.393,4.582316581370277,558.2680423659061
2021-05-23 11:30:00,0.0,1.4898925265283974e-05,-1.05,0.393,5.119706860919057,623.7388176872505
2021-05-23 12:00:00,0.0,1.4888638926458624e-05,-1.04,0.392,5.505829513777834,670.780512362161
2021-05-23 12:30:00,0.0,1.4839332217282086e-05,-1.02,0.392,5.714672465705998,696.2240503335136
2021-05-23 13:00:00,0.0,1.4887824838840696e-05,-1.48,0.391,6.202204984000236,755.6206065828975
2021-05-23 13:30:00,0.0,0.0001301869931591,-1.17,0.391,7.088647951610844,863.6168070656267
2021-05-23 14:00:00,0.0,0.0006888567981877,-0.78,0.39,5.843868256213595,711.9640979203225
2021-05-23 14:30:00,0.0,0.0001506085644313,-0.61,0.39,4.558363699708865,555.3498397239272
2021-05-23 15:00:00,0.0,1.4810313106185688e-05,-0.63,0.389,3.8450188563362153,468.4423504289873
2021-05-23 15:30:00,0.2,0.0002445939412685,-0.5,0.389,2.873023014337855,350.02316086309344
2021-05-23 16:00:00,0.4,1.4770958822391774e-05,-0.39,0.427,1.804577262960305,219.8533859460261
2021-05-23 16:30:00,0.4,1.4767188720040964e-05,-0.34,0.427,1.1825997419243393,144.0772655278001
2021-05-23 17:00:00,0.4,1.478078968316192e-05,-0.34,0.45,1.0034061008109258,122.245931648444
2021-05-23 17:30:00,0.4,1.4775582390041752e-05,-0.37,0.45,1.1254235634982261,137.11143664341412
2021-05-23 18:00:00,0.0,0.0001385390449056,-0.35,0.435,0.815942917649391,99.407111496918
2021-05-23 18:30:00,0.0,0.0002968589371014,-0.33,0.435,0.8389352374095219,102.20828795734074
2021-05-23 19:00:00,0.6,0.0001644551127212,-0.32,0.448,0.640827466303865,78.07262740471356
2021-05-23 19:30:00,0.6,0.0001685426848395,-0.32,0.448,0.7558065302037791,92.08063749669078
2021-05-23 20:00:00,0.8,0.0001690408622598,-0.35,0.465,0.6372893550025176,77.64157589729342
2021-05-23 20:30:00,2.0,0.0001757474216876,-0.37,0.465,0.482771609924198,58.816530197401576
2021-05-23 21:00:00,0.4,1.4826925982346391e-05,-0.41,0.463,-0.0897832555195395,-10.938380490756632
2021-05-23 21:30:00,1.0,0.0001786451060185,-0.36,0.463,-0.03543748499856525,-4.317382927437148
2021-05-23 22:00:00,1.8,0.0011446383265276,-0.32,0.472,0.4633063683058092,56.44506106393816
2021-05-23 22:30:00,1.6,0.0004750416321239,-0.3,0.472,-0.1506392907412436,-18.352529872642407
2021-05-23 23:00:00,0.8,0.000248171319387,-0.33,0.476,-0.21032695891333264,-25.624335971612016
2021-05-23 23:30:00,1.2,1.4995399884256328e-05,-0.33,0.476,-0.24047147052171744,-29.29687085322793
2021-05-24 00:00:00,1.2,1.4623845523841668e-05,-0.34,0.475,0.1393485990214923,16.976974026289774
2021-05-24 00:30:00,1.2,1.4629470502199474e-05,-0.35,0.475,0.4633063683058092,56.44506106393816
2021-05-24 01:00:00,1.6,0.0001038836981358,-0.31,0.475,0.5765487153455925,70.24148526820285
2021-05-24 01:30:00,1.0,0.000348866061371,-0.27,0.475,0.2131328426159033,25.966179485460227
2021-05-24 02:00:00,1.6,0.0002487250371348,-0.28,0.477,0.451508884613738,55.00776226350329
2021-05-24 02:30:00,1.8,0.0001350230842658,-0.29,0.477,0.2296584624439342,27.97951166503635
2021-05-24 03:00:00,0.8,0.0002811244373671,-0.28,0.477,0.26860886906201975,32.724877216696285
2021-05-24 03:30:00,1.0,1.4775878969738595e-05,-0.28,0.477,0.16178062794334874,19.709889714265948
2021-05-24 04:00:00,0.2,1.4768496162306454e-05,-0.33,0.468,0.29280338200431355,35.67251803034165
2021-05-24 04:30:00,0.0,1.4754393291396249e-05,-0.33,0.468,0.2804112539067107,34.16277312927514
2021-05-24 05:00:00,0.0,1.474046732961453e-05,-0.35,0.457,0.2804112539067107,34.16277312927514
2021-05-24 05:30:00,0.0,1.4733518276845071e-05,-0.37,0.457,0.2804112539067107,34.16277312927514
2021-05-24 06:00:00,0.0,1.4733811630239269e-05,-0.36,0.442,0.2804112539067107,34.16277312927514
2021-05-24 06:30:00,0.0,1.4733911083215717e-05,-0.36,0.442,-0.4835382015196928,-58.90992478978985
2021-05-24 07:00:00,0.0,1.4713304928901832e-05,-0.37,0.443,-0.4273321143387592,-52.06228305610498
2021-05-24 07:30:00,0.4,1.4706510881220308e-05,-0.39,0.443,-0.39420673146648993,-48.0265857575144
2021-05-24 08:00:00,0.0,1.4713490917397184e-05,-0.37,0.454,-0.39420673146648993,-48.0265857575144
2021-05-24 08:30:00,0.8,1.4679858114114118e-05,-0.38,0.454,-0.4853133652996996,-59.126194702779344
2021-05-24 09:00:00,0.0,1.4673276520962432e-05,-0.38,0.457,-0.4853133652996996,-59.126194702779344
2021-05-24 09:30:00,0.8,1.464089591367599e-05,-0.41,0.457,-0.4853133652996996,-59.126194702779344
2021-05-24 10:00:00,0.2,1.4622152673488206e-05,-0.46,0.46,-0.4853133652996996,-59.126194702779344
2021-05-24 10:30:00,0.6,1.4610070008503276e-05,-0.44,0.46,-0.4853133652996996,-59.126194702779344
2021-05-24 11:00:00,0.6,1.457377230305763e-05,-0.45,0.465,-0.4853133652996996,-59.126194702779344
2021-05-24 11:30:00,0.6,1.4556356677413917e-05,-0.48,0.465,-0.4728875233899213,-57.61234241550551
2021-05-24 12:00:00,0.0,1.975065807074087e-05,-0.41,0.461,-0.20855386240753684,-25.408317916630654
2021-05-24 12:30:00,0.4,1.9653587508578245e-05,-0.42,0.461,-0.26529905188873165,-32.32163900276912
2021-05-24 13:00:00,0.6,1.6573399216987615e-05,-0.43,0.453,-0.23101398635675205,-28.144656448848448
2021-05-24 13:30:00,0.2,1.4523173863072591e-05,-0.44,0.453,-0.1075069366690401,-13.097673634987707
2021-05-24 14:00:00,0.2,1.452091456968431e-05,-0.44,0.445,0.05728193088145975,6.978712807871719
2021-05-24 14:30:00,0.2,4.9575794243568114e-06,-0.45,0.445,0.43617173207514603,53.13922219841975
2021-05-24 15:00:00,0.0,1.3517551097955694e-06,-0.47,0.439,0.8666432643938629,105.58398357061591
2021-05-24 15:30:00,0.4,1.448289095051998e-05,-0.51,0.439,0.0437005645475788,5.324081867116717
2021-05-24 16:00:00,0.4,1.4473869068978456e-05,-0.48,0.444,-0.0118120306235216,-1.4390710671037106
2021-05-24 16:30:00,0.2,1.448090256111286e-05,-0.49,0.444,0.10097462340747194,12.30183561901938
2021-05-24 17:00:00,0.2,1.4489868769864362e-05,-0.41,0.441,0.24382270311516704,29.705154747680822
2021-05-24 17:30:00,0.0,1.4531416899635113e-05,-0.42,0.441,0.587164015032757,71.5347574527512
2021-05-24 18:00:00,0.2,1.4465798536701072e-05,-0.45,0.439,0.0265754003500233,3.237706619576508
2021-05-24 18:30:00,0.0,1.4486601939900834e-05,-0.4,0.439,-0.141185042812623,-17.200709742053654
2021-05-24 19:00:00,0.2,1.350535143132125e-05,-0.3,0.439,0.5358549450812637,65.28372404447676
2021-05-24 19:30:00,0.2,1.454908711569579e-05,-0.3,0.439,-0.3291528692698463,-40.1010110723185
2021-05-24 20:00:00,0.6,1.4514898229201605e-05,-0.35,0.45,0.17594748756919915,21.43585186667381
2021-05-24 20:30:00,0.0,1.4548013352834884e-05,-0.33,0.45,-0.2570229185670974,-31.313349709399
2021-05-24 21:00:00,0.2,1.455916919628065e-05,-0.3,0.443,-0.471704146848543,-57.46817051175209
2021-05-24 21:30:00,0.2,1.4564993463894544e-05,-0.29,0.443,-0.1069161292593803,-13.025694999258564
2021-05-24 22:00:00,0.0,1.458338508851688e-05,-0.24,0.441,-0.4084027316066985,-49.75609812685192
2021-05-24 22:30:00,0.0,1.4587744365759692e-05,-0.24,0.441,-0.31259656445947104,-38.08394051179047
2021-05-24 23:00:00,0.0,1.4587129500930098e-05,-0.25,0.439,0.23556029353412575,28.698537430844567
2021-05-24 23:30:00,0.0,1.459300489241139e-05,-0.29,0.439,0.1192766004140939,14.53158310448388
2021-05-25 00:00:00,0.0,1.4711357096826335e-05,-0.27,0.438,0.1192766004140939,14.53158310448388
2021-05-25 00:30:00,0.0,1.471130503010424e-05,-0.28,0.438,0.02421323513908155,2.949921756911488
2021-05-25 01:00:00,0.4,1.4718124750461684e-05,-0.3,0.438,0.1175054848796043,14.31580639314464
2021-05-25 01:30:00,0.0,1.4718124750461684e-05,-0.29,0.438,0.1700446980934411,20.716709339829
2021-05-25 02:00:00,0.2,1.4724887413099594e-05,-0.29,0.439,0.05964384857388325,7.266467515117272
2021-05-25 02:30:00,0.2,1.472481023325734e-05,-0.29,0.439,-0.00118118236477775,-0.1439045851049495
2021-05-25 03:00:00,0.0,0.0001172166122266,-0.28,0.44,0.2780508050386307,33.87519737031399
2021-05-25 03:30:00,0.0,1.4744915984979037e-05,-0.28,0.44,0.10156502538652355,12.373764860747048
2021-05-25 04:00:00,0.0,1.4745813595058646e-05,-0.26,0.439,0.11396322594004545,13.884249574966592
2021-05-25 04:30:00,0.0,1.4760007693880754e-05,-0.26,0.439,0.0265754003500233,3.237706619576508
2021-05-25 05:00:00,0.0,1.4773814404979096e-05,-0.24,0.438,0.11101131503019805,13.524615425816153
2021-05-25 05:30:00,0.0,1.4802917981970478e-05,-0.22,0.438,-0.20146159753837206,-24.544260457015955
2021-05-25 06:00:00,0.0,1.4818054361020584e-05,-0.22,0.437,-0.02894029838317475,-3.525824424603333
2021-05-25 06:30:00,0.0,1.48170885801678e-05,-0.26,0.437,0.17063498144466474,20.78862412901414
2021-05-25 07:00:00,0.0,1.480206732507112e-05,-0.3,0.436,0.0873950875618685,10.647427688414178
2021-05-25 07:30:00,0.0,1.4765788295606447e-05,-0.38,0.436,0.2479538409897171,30.208455253661803
2021-05-25 08:00:00,0.0,1.471754138394435e-05,-0.45,0.436,0.03248073506548255,3.957159235425455
2021-05-25 08:30:00,0.0,1.4665914736566047e-05,-0.52,0.436,-0.3687744267038602,-44.9281435742725
2021-05-25 09:00:00,0.0,1.4635666478353126e-05,-0.52,0.435,-0.1642303520820121,-20.00834196542384
2021-05-25 09:30:00,0.0,1.4642888647288862e-05,-0.55,0.435,0.04133852841292505,5.036312729940173
2021-05-25 10:00:00,0.0,1.4648944520642431e-05,-0.53,0.435,-0.03366551088421535,-4.101501614486624
2021-05-25 10:30:00,0.0,1.4655283243435657e-05,-0.55,0.435,0.5010564678795156,61.04419205235821
2021-05-25 11:00:00,0.0,1.4673007481741057e-05,-0.64,0.435,0.6809247735394586,82.9577209631916
2021-05-25 11:30:00,0.0,1.466759346563171e-05,-0.63,0.435,1.7839358141625965,217.33861835909372
2021-05-25 12:00:00,0.2,9.20717715294915e-05,-0.55,0.434,1.7290919647466456,210.6569393642964
2021-05-25 12:30:00,0.2,1.4662193294899892e-05,-0.6,0.434,1.6123424431270053,196.4332327031861
2021-05-25 13:00:00,0.0,1.4609581118797914e-05,-0.56,0.435,1.0658890699285015,129.858291953774
2021-05-25 13:30:00,0.0,6.482455588928613e-05,-0.63,0.435,1.4802818141675267,180.34415908864065
2021-05-25 14:00:00,0.0,4.0484484361518064e-05,-0.77,0.435,1.8252194555806731,222.36824415358956
2021-05-25 14:30:00,0.0,6.910495184604936e-05,-0.87,0.435,2.6228306117607754,319.5419794952707
2021-05-25 15:00:00,0.0,4.638131836627589e-05,-0.84,0.435,3.141879386259115,382.7781915915025
2021-05-25 15:30:00,0.0,4.04058541687023e-05,-0.76,0.435,2.5873636346777946,315.2210035187852
2021-05-25 16:00:00,0.0,4.824435708654375e-05,-0.86,0.434,3.155509853578403,384.4388045525992
2021-05-25 16:30:00,0.0,0.0001397805356233,-0.66,0.434,2.8339676403390226,345.26500703434243
2021-05-25 17:00:00,0.0,6.126255634052178e-05,-0.66,0.432,2.537127143827267,309.10064345538905
2021-05-25 17:30:00,0.0,4.227072031437457e-05,-0.58,0.432,1.9426003984459368,236.66887747317983
2021-05-25 18:00:00,0.2,1.4637891565691812e-05,-0.55,0.431,1.1053823382176509,134.66979486565307
2021-05-25 18:30:00,0.2,1.4630586568628712e-05,-0.47,0.431,1.2981316140889776,158.1526247830818
2021-05-25 19:00:00,0.0,1.4648082890783333e-05,-0.42,0.429,1.149001399291766,139.9839470861012
2021-05-25 19:30:00,0.2,1.4635882776162652e-05,-0.42,0.429,0.8654642135246639,105.44033866767018
2021-05-25 20:00:00,0.0,1.4641798027497804e-05,-0.42,0.429,0.4302726977810686,52.42053716897571
2021-05-25 20:30:00,0.2,1.4635307488048066e-05,-0.4,0.429,0.35475842950730246,43.22056113692191
2021-05-25 21:00:00,0.0,1.464117509034491e-05,-0.41,0.43,0.0537390216283755,6.547076761370555
2021-05-25 21:30:00,0.0,1.4653513551907958e-05,-0.37,0.43,0.1275416839273268,15.538526189054314
2021-05-25 22:00:00,0.0,1.465329903252325e-05,-0.37,0.43,0.01830774347904605,2.230450020353657
2021-05-25 22:30:00,0.0,1.4653341047175906e-05,-0.39,0.43,0.39015730437004814,47.5332401543265
2021-05-25 23:00:00,0.0,1.465308302843198e-05,-0.36,0.429,0.3813078493576821,46.45510252720484
2021-05-25 23:30:00,0.0,1.4653038970212852e-05,-0.39,0.429,0.28631231500726584,34.88170508650438
2021-05-26 00:00:00,0.0,1.4990500914215828e-05,-0.36,0.429,0.16945441376152864,20.6447944311656
2021-05-26 00:30:00,0.0,1.4999052676417744e-05,-0.34,0.429,0.24441286839134574,29.77705515166952
2021-05-26 01:00:00,0.0,1.4989981688962429e-05,-0.35,0.429,-0.29249400576147677,-35.63482642471467
2021-05-26 01:30:00,0.0,1.501361648367334e-05,-0.36,0.429,0.2597568483598416,31.64642700911379
2021-05-26 02:00:00,0.0,1.5070527072042412e-05,-0.34,0.428,0.7263263815452229,88.48904259310459
2021-05-26 02:30:00,0.0,0.0003051850406118,-0.33,0.428,0.7852856491963894,95.67210695508314
2021-05-26 03:00:00,0.0,1.5112714812878356e-05,-0.31,0.427,0.8407038560988963,102.42376047563488
2021-05-26 03:30:00,0.0,1.5129848718407872e-05,-0.33,0.427,0.6313924606120505,76.92315157436718
2021-05-26 04:00:00,0.0,1.5143185576926915e-05,-0.33,0.426,0.6484933096277924,79.00656447988895
2021-05-26 04:30:00,0.0,1.5188082582925188e-05,-0.27,0.426,0.14289059452409786,17.408498749690082
2021-05-26 05:00:00,0.0,1.5219353442606304e-05,-0.25,0.425,0.0625962212180194,7.626157917800816
2021-05-26 05:30:00,0.0,1.5249492189014969e-05,-0.22,0.425,0.1169151109721965,14.243880571412369
2021-05-26 06:00:00,0.0,1.5271733141711707e-05,-0.24,0.425,0.30047450866020836,36.607098778939054
2021-05-26 06:30:00,0.0,1.529654988762095e-05,-0.26,0.425,0.02893754764277265,3.525489299250895
2021-05-26 07:00:00,0.0,1.52824721655396e-05,-0.26,0.425,-0.1299585496619028,-15.832975269196114
2021-05-26 07:30:00,0.0,1.5250506155824717e-05,-0.3,0.425,-0.3409795036154063,-41.54186132494308
2021-05-26 08:00:00,0.0,1.5232546215057892e-05,-0.35,0.424,0.3205367760823537,39.0513041410734
2021-05-26 08:30:00,0.0,1.5180737194420007e-05,-0.38,0.424,0.0253943199866178,3.0938144613969825
2021-05-26 09:00:00,0.0,1.4949752827155865e-05,-0.6,0.424,1.0446686123724962,127.27298317217137
2021-05-26 09:30:00,0.0,0.0002015222782974,-0.71,0.424,1.8104749553060784,220.57190748461585
2021-05-26 10:00:00,0.0,0.0002033445020397,-0.77,0.424,3.1572878152222823,384.6554153320389
2021-05-26 10:30:00,0.0,0.0001736756750128,-0.89,0.424,4.806535605757376,585.5848620537217
2021-05-26 11:00:00,0.0,0.0001636471299657,-1.13,0.424,5.790467222925488,705.4581986039656
2021-05-26 11:30:00,0.0,0.0001811446105723,-1.35,0.424,7.051617677574816,859.1053731157305
2021-05-26 12:00:00,0.0,1.4946245309842523e-05,-1.25,0.423,7.116434006248466,867.0020088630499
2021-05-26 12:30:00,0.0,0.0001927234675651,-1.14,0.423,7.505427469925885,914.3934571848912
2021-05-26 13:00:00,0.0,0.0003577831478331,-1.39,0.425,7.857428860373502,957.2781255978504
2021-05-26 13:30:00,0.0,0.0004232024042899,-1.07,0.425,7.539606737516487,918.5575502737192
2021-05-26 14:00:00,0.0,0.0002110167172888,-1.08,0.422,7.509155227883985,914.8476135271536
2021-05-26 14:30:00,0.0,0.0005320751953018,-1.36,0.422,7.285251138356532,887.5691626566042
2021-05-26 15:00:00,0.0,0.0003815934580666,-1.3,0.421,7.1219925955169,867.6792171471352
2021-05-26 15:30:00,0.0,0.000500437803322,-1.26,0.421,8.330990885500912,1014.9726432096508
2021-05-26 16:00:00,0.0,0.0005662313515575,-1.37,0.418,8.74686136620881,1065.6385444017374
2021-05-26 16:30:00,0.0,0.0003445786022243,-1.3,0.418,8.111619589220165,988.2464269059092
2021-05-26 17:00:00,0.0,0.0005133293874169,-1.18,0.415,7.489276362658528,912.4257522312774
2021-05-26 17:30:00,0.0,0.0005208835482509,-1.16,0.415,7.238829970583378,881.9136270782859
2021-05-26 18:00:00,0.0,0.0003569020967616,-1.1,0.413,8.296365164408346,1010.7541582606964
2021-05-26 18:30:00,0.0,0.0001942164020985,-1.04,0.413,7.515990015845355,915.6803023271138
2021-05-26 19:00:00,0.0,0.0003933080989314,-1.0,0.411,6.972687210147544,849.4891982506424
2021-05-26 19:30:00,0.0,0.0001996647452628,-0.91,0.411,7.020774573135475,855.3477279967001
2021-05-26 20:00:00,0.0,1.4949706975526546e-05,-0.78,0.41,8.422375653226174,1026.106137474857
2021-05-26 20:30:00,0.0,0.0002100887474185,-0.72,0.41,6.258324277808505,762.4576741963995
2021-05-26 21:00:00,0.0,1.500529965425341e-05,-0.62,0.41,5.047486757246632,614.9401729012085
2021-05-26 21:30:00,0.0,0.0002112356498942,-0.65,0.41,3.7771755824904294,460.1769390360767
2021-05-26 22:00:00,0.0,0.0002190041112029,-0.64,0.409,4.115542970646011,501.4005638188047
2021-05-26 22:30:00,0.0,0.0002251904135198,-0.66,0.409,3.4455565199869795,419.77546926690223
2021-05-26 23:00:00,0.0,0.0002243217386211,-0.67,0.408,3.082628101106703,375.5595504561034
2021-05-26 23:30:00,0.0,0.0002349439456918,-0.64,0.408,2.783679333581885,339.1383341891397
2021-05-27 00:00:00,0.0,0.0002736852673855,-0.64,0.409,2.9073503079831293,354.205288108727
2021-05-27 00:30:00,0.0,0.000277349297332,-0.62,0.409,2.4461344570494155,298.0149167896215
2021-05-27 01:00:00,0.0,0.0005502424354633,-0.59,0.409,2.1107610401877834,257.1560504131477
2021-05-27 01:30:00,0.0,0.0005418417408687,-0.59,0.409,2.1444015603800612,261.2545073875669
2021-05-27 02:00:00,0.0,0.0008041339077506,-0.59,0.408,2.087155418628126,254.28015480381387
2021-05-27 02:30:00,0.0,0.0010665462841263,-0.61,0.408,2.133187720575616,259.88831448407257
2021-05-27 03:00:00,0.0,0.0008197581224801,-0.6,0.409,1.9178242389428286,233.65037409884303
2021-05-27 03:30:00,0.0,0.0005656908743517,-0.58,0.409,2.0393583168312146,248.4569878582105
2021-05-27 04:00:00,0.0,0.0008447834258192,-0.6,0.408,1.9290323423250566,235.01586812849388
2021-05-27 04:30:00,0.0,0.0005849138145403,-0.58,0.408,2.2264501940748547,271.2505714521524
2021-05-27 05:00:00,0.0,0.0006032011283475,-0.58,0.408,2.2931660075120015,279.3786232576143
2021-05-27 05:30:00,0.0,0.0003133960128935,-0.58,0.408,2.2069693011445612,268.87719550428574
2021-05-27 06:00:00,0.0,1.5226502959714824e-05,-0.46,0.407,1.5751985367980545,191.90795482160308
2021-05-27 06:30:00,0.0,1.5201352064178462e-05,-0.56,0.407,2.848168776612218,346.9951451437084
2021-05-27 07:00:00,0.0,0.0003324546066249,-0.66,0.407,3.1934434683454946,389.060293373774
2021-05-27 07:30:00,0.0,0.0003408204435282,-0.71,0.407,4.310751622600988,525.1830218931449
2021-05-27 08:00:00,0.0,0.0003395986443097,-0.74,0.405,4.520049944010698,550.6820379670035
2021-05-27 08:30:00,0.0,1.5239971425518004e-05,-0.8,0.405,5.216688344366311,635.5541652190986
2021-05-27 09:00:00,0.0,0.000676993909663,-0.85,0.404,5.972659675845068,727.6548806138412
2021-05-27 09:30:00,0.0,0.0006658195625994,-0.91,0.404,6.485667048091327,790.15506285519
2021-05-27 10:00:00,0.0,0.0010048282360877,-0.9,0.404,7.100995892804387,865.1211686336148
2021-05-27 10:30:00,0.0,0.0003399894874735,-0.91,0.404,6.912933296133034,842.2093213568888
2021-05-27 11:00:00,0.0,1.5217527789423494e-05,-1.0,0.403,7.118286818205792,867.2277387282658
2021-05-27 11:30:00,0.0,0.0003325165808452,-1.0,0.403,6.704504915815585,816.8162910441462
2021-05-27 12:00:00,0.0,1.5152638035902749e-05,-1.34,0.401,7.362072915529052,896.9284337570633
2021-05-27 12:30:00,0.0,0.0005505680246409,-1.45,0.401,8.199521685018288,998.9556238960492
2021-05-27 13:00:00,0.0,0.0010125830477918,-1.41,0.402,8.654957138438105,1054.4417638188995
2021-05-27 13:30:00,0.0,0.000749715866271,-1.24,0.402,7.908056819339952,963.4461785988346
2021-05-27 14:00:00,0.0,0.0007423758634605,-1.18,0.402,7.59433179965615,925.2247573002415
2021-05-27 14:30:00,0.0,0.0004903887344197,-1.09,0.402,7.282155375309188,887.1920028629978
2021-05-27 15:00:00,0.0,0.000231583897814,-1.08,0.4,7.578780103933416,923.3300792324062
2021-05-27 15:30:00,0.0,0.0002218436670934,-1.12,0.4,7.483686544034392,911.74473924471
2021-05-27 16:00:00,0.0,0.0002186790013284,-1.13,0.398,7.301970781537859,889.6061328881776
2021-05-27 16:30:00,0.0,0.0002274377283899,-1.13,0.398,7.978130241544888,971.9832911142104
2021-05-27 17:00:00,0.0,0.0006448426109567,-1.0,0.397,7.237592519870318,881.7628672661173
2021-05-27 17:30:00,0.0,0.0005331045926365,-1.08,0.397,7.473129327550145,910.4585433927134
2021-05-27 18:00:00,0.0,0.0004097092308379,-0.82,0.394,6.051129076530255,737.2148832736847
2021-05-27 18:30:00,0.0,0.0003321280256065,-0.53,0.394,4.76333328243235,580.3214813946079
2021-05-27 19:00:00,0.0,0.000191182908228,-0.68,0.392,5.084793702794064,619.4853140078033
2021-05-27 19:30:00,0.0,0.0004209283765978,-0.68,0.392,5.163667476496714,629.0945818218185
2021-05-27 20:00:00,0.0,0.0002700398698479,-0.72,0.392,5.252856202221562,639.9605301750925
2021-05-27 20:30:00,0.0,0.0005830449184275,-0.74,0.392,5.731038318480885,698.2179179391325
2021-05-27 21:00:00,0.0,0.0005879440429327,-0.7,0.392,4.990350682027144,607.9792298291093
2021-05-27 21:30:00,1.6,0.0012635568500969,-0.51,0.392,2.8807165782373,350.96047516268203
2021-05-27 22:00:00,0.0,1.515233148131196e-05,-0.35,0.389,1.129549689812471,137.61412658617647
2021-05-27 22:30:00,0.0,1.5201518393241532e-05,-0.28,0.389,3.2100419318774134,391.0825001719509
2021-05-27 23:00:00,0.0,1.5201107130602445e-05,-0.26,0.39,2.140270106563328,260.75116839004545
2021-05-27 23:30:00,0.0,0.0007635502448484,-0.31,0.39,2.1491232781255682,261.8297588080177
2021-05-28 00:00:00,0.0,0.000548438486113,-0.4,0.392,1.2769112702837058,155.56732985984058
2021-05-28 00:30:00,0.0,0.0002986370160879,-0.44,0.392,2.089515916704786,254.5677365579037
2021-05-28 01:00:00,0.0,1.5125174461099338e-05,-0.44,0.393,2.090106043432219,254.63963226546164
2021-05-28 01:30:00,0.0,0.0003149136703002,-0.53,0.393,1.75680814283871,214.03362803487587
2021-05-28 02:00:00,0.0,0.0003160990460489,-0.56,0.394,1.6642288200690774,202.75459997813064
2021-05-28 02:30:00,0.0,0.0003308287417751,-0.51,0.394,2.0912862995410175,254.7834240039085
2021-05-28 03:00:00,0.0,0.0006643984697252,-0.52,0.394,1.5368770562319525,187.23921193657884
2021-05-28 03:30:00,0.0,0.0003449568273015,-0.5,0.394,2.0794838971046485,253.3455259481186
2021-05-28 04:00:00,0.0,0.0006769329027232,-0.51,0.393,0.9981008640048112,121.59958953884858
